Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Ship Duration,Order Year,Order Month,Order Quarter
6222,US-2018-157224,2018-09-14,2018-09-18,Second Class,JB-16000,Joy Bell-,Consumer,Los Angeles,California,90045,West,OFF-LA-10000121,Office Supplies,Labels,Avery 48,56.7,4,2018,9,3
6223,CA-2018-140627,2018-12-23,2018-12-27,Standard Class,DK-12985,Darren Koutras,Consumer,Hendersonville,Tennessee,37075,South,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,4,2018,12,4
6224,CA-2018-140627,2018-12-23,2018-12-27,Standard Class,DK-12985,Darren Koutras,Consumer,Hendersonville,Tennessee,37075,South,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,12.264,4,2018,12,4
6225,CA-2018-140627,2018-12-23,2018-12-27,Standard Class,DK-12985,Darren Koutras,Consumer,Hendersonville,Tennessee,37075,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,218.352,4,2018,12,4
6226,CA-2016-133445,2016-10-05,2016-10-09,Standard Class,JF-15490,Jeremy Farry,Consumer,Portland,Oregon,97206,West,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",66.294,4,2016,10,4
6227,CA-2016-133445,2016-10-05,2016-10-09,Standard Class,JF-15490,Jeremy Farry,Consumer,Portland,Oregon,97206,West,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,291.168,4,2016,10,4
6228,CA-2015-148782,2015-11-02,2015-11-07,Standard Class,PO-18850,Patrick O'Brill,Consumer,Irving,Texas,75061,Central,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,5,2015,11,4
6229,CA-2017-148208,2017-01-22,2017-01-27,Standard Class,BT-11530,Bradley Talbott,Home Office,Cleveland,Ohio,44105,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,110.376,5,2017,1,1
6230,CA-2017-148208,2017-01-22,2017-01-27,Standard Class,BT-11530,Bradley Talbott,Home Office,Cleveland,Ohio,44105,East,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",55.176,5,2017,1,1
6231,CA-2018-127656,2018-07-11,2018-07-17,Standard Class,NW-18400,Natalie Webber,Consumer,Waterloo,Iowa,50701,Central,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,30.32,6,2018,7,3
6232,US-2018-142188,2018-09-11,2018-09-11,Same Day,JF-15415,Jennifer Ferguson,Consumer,Seattle,Washington,98105,West,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,177.568,0,2018,9,3
6233,US-2018-142188,2018-09-11,2018-09-11,Same Day,JF-15415,Jennifer Ferguson,Consumer,Seattle,Washington,98105,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,19.44,0,2018,9,3
6234,US-2018-142188,2018-09-11,2018-09-11,Same Day,JF-15415,Jennifer Ferguson,Consumer,Seattle,Washington,98105,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,71.28,0,2018,9,3
6235,US-2018-142188,2018-09-11,2018-09-11,Same Day,JF-15415,Jennifer Ferguson,Consumer,Seattle,Washington,98105,West,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1471.96,0,2018,9,3
6236,US-2018-142188,2018-09-11,2018-09-11,Same Day,JF-15415,Jennifer Ferguson,Consumer,Seattle,Washington,98105,West,TEC-PH-10000127,Technology,Phones,iOttie XL Car Mount,79.96,0,2018,9,3
6237,CA-2017-144400,2017-02-23,2017-02-27,Standard Class,AC-10420,Alyssa Crouse,Corporate,Philadelphia,Pennsylvania,19120,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576,4,2017,2,1
6238,US-2017-155180,2017-01-22,2017-01-29,Standard Class,TB-21280,Toby Braunhardt,Consumer,New York City,New York,10009,East,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,26.336,7,2017,1,1
6239,CA-2016-134075,2016-12-12,2016-12-16,Standard Class,HA-14905,Helen Abelman,Consumer,San Jose,California,95123,West,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,166.5,4,2016,12,4
6240,CA-2016-134075,2016-12-12,2016-12-16,Standard Class,HA-14905,Helen Abelman,Consumer,San Jose,California,95123,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,360.38,4,2016,12,4
6241,US-2017-131912,2017-10-29,2017-11-01,Second Class,LH-17155,Logan Haushalter,Consumer,Los Angeles,California,90008,West,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",11.744,3,2017,10,4
6242,CA-2018-141572,2018-05-28,2018-05-31,Second Class,LO-17170,Lori Olson,Corporate,Concord,New Hampshire,03301,East,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",247.44,3,2018,5,2
6243,CA-2015-134621,2015-12-21,2015-12-28,Standard Class,DP-13390,Dennis Pardue,Home Office,Columbia,Tennessee,38401,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,18.24,7,2015,12,4
6244,CA-2017-165561,2017-11-24,2017-11-28,Standard Class,CR-12580,Clay Rozendal,Home Office,Bellevue,Washington,98006,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",25.35,4,2017,11,4
6245,CA-2016-112305,2016-11-20,2016-11-25,Standard Class,KB-16405,Katrina Bavinger,Home Office,Seattle,Washington,98105,West,OFF-AR-10002067,Office Supplies,Art,Newell 334,119.04,5,2016,11,4
6246,CA-2016-112305,2016-11-20,2016-11-25,Standard Class,KB-16405,Katrina Bavinger,Home Office,Seattle,Washington,98105,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22.14,5,2016,11,4
6247,CA-2016-112305,2016-11-20,2016-11-25,Standard Class,KB-16405,Katrina Bavinger,Home Office,Seattle,Washington,98105,West,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,13.98,5,2016,11,4
6248,CA-2018-121580,2018-05-29,2018-06-04,Standard Class,ML-17410,Maris LaWare,Consumer,Columbus,Indiana,47201,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,43.41,6,2018,5,2
6249,CA-2018-121580,2018-05-29,2018-06-04,Standard Class,ML-17410,Maris LaWare,Consumer,Columbus,Indiana,47201,Central,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,6.24,6,2018,5,2
6250,CA-2018-121580,2018-05-29,2018-06-04,Standard Class,ML-17410,Maris LaWare,Consumer,Columbus,Indiana,47201,Central,OFF-AP-10001564,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,465.16,6,2018,5,2
6251,CA-2018-121580,2018-05-29,2018-06-04,Standard Class,ML-17410,Maris LaWare,Consumer,Columbus,Indiana,47201,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",7.98,6,2018,5,2
6252,CA-2015-101147,2015-12-02,2015-12-04,First Class,MC-17575,Matt Collins,Consumer,Chicago,Illinois,60623,Central,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,2.394,2,2015,12,4
6253,CA-2015-165806,2015-04-07,2015-04-07,Same Day,VM-21685,Valerie Mitchum,Home Office,Marietta,Georgia,30062,South,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,58.32,0,2015,4,2
6254,CA-2015-165806,2015-04-07,2015-04-07,Same Day,VM-21685,Valerie Mitchum,Home Office,Marietta,Georgia,30062,South,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,200.97,0,2015,4,2
6255,CA-2016-151624,2016-09-08,2016-09-14,Standard Class,VW-21775,Victoria Wilson,Corporate,Montgomery,Alabama,36116,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,21.36,6,2016,9,3
6256,CA-2018-139444,2018-09-09,2018-09-15,Standard Class,GK-14620,Grace Kelly,Corporate,Plano,Texas,75023,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,9.856,6,2018,9,3
6257,CA-2016-133977,2016-09-06,2016-09-08,Second Class,AT-10435,Alyssa Tate,Home Office,Tamarac,Florida,33319,South,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,3.444,2,2016,9,3
6258,CA-2018-141425,2018-11-02,2018-11-06,Second Class,AR-10825,Anthony Rawles,Corporate,Columbus,Ohio,43229,East,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,384.592,4,2018,11,4
6259,CA-2016-133536,2016-03-28,2016-03-30,Second Class,JH-15820,John Huston,Consumer,New York City,New York,10009,East,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,22.92,2,2016,3,1
6260,CA-2016-150441,2016-08-13,2016-08-17,Second Class,RA-19285,Ralph Arnett,Consumer,Richmond,Indiana,47374,Central,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,11.36,4,2016,8,3
6261,CA-2016-162607,2016-05-12,2016-05-18,Standard Class,RO-19780,Rose O'Brian,Consumer,Seattle,Washington,98115,West,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,14.592,6,2016,5,2
6262,CA-2018-103506,2018-07-23,2018-07-27,Standard Class,LR-17035,Lisa Ryan,Corporate,Long Beach,New York,11561,East,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",41.4,4,2018,7,3
6263,CA-2017-132479,2017-09-24,2017-09-26,First Class,MK-17905,Michael Kennedy,Corporate,Rockford,Illinois,61107,Central,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,442.372,2,2017,9,3
6264,CA-2018-160724,2018-05-05,2018-05-10,Standard Class,YS-21880,Yana Sorensen,Corporate,Columbus,Georgia,31907,South,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5,5,2018,5,2
6265,US-2017-115952,2017-10-06,2017-10-06,Same Day,JH-15910,Jonathan Howell,Consumer,Tulsa,Oklahoma,74133,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,28.85,0,2017,10,4
6266,CA-2015-146731,2015-11-03,2015-11-08,Standard Class,AT-10735,Annie Thurman,Consumer,Nashville,Tennessee,37211,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",3.488,5,2015,11,4
6267,CA-2015-146731,2015-11-03,2015-11-08,Standard Class,AT-10735,Annie Thurman,Consumer,Nashville,Tennessee,37211,South,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,143.856,5,2015,11,4
6268,CA-2016-115392,2016-10-01,2016-10-04,Second Class,RM-19675,Robert Marley,Home Office,Cambridge,Massachusetts,02138,East,TEC-PH-10002496,Technology,Phones,Cisco SPA301,311.98,3,2016,10,4
6269,CA-2016-115392,2016-10-01,2016-10-04,Second Class,RM-19675,Robert Marley,Home Office,Cambridge,Massachusetts,02138,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,22.45,3,2016,10,4
6270,CA-2018-102379,2018-12-02,2018-12-06,Standard Class,BB-11545,Brenda Bowman,Corporate,Oakland,California,94601,West,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,39.992,4,2018,12,4
6271,CA-2018-102379,2018-12-02,2018-12-06,Standard Class,BB-11545,Brenda Bowman,Corporate,Oakland,California,94601,West,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1159.056,4,2018,12,4
6272,CA-2018-102379,2018-12-02,2018-12-06,Standard Class,BB-11545,Brenda Bowman,Corporate,Oakland,California,94601,West,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,179.9,4,2018,12,4
6273,CA-2018-149706,2018-12-11,2018-12-12,First Class,AS-10285,Alejandro Savely,Corporate,Palatine,Illinois,60067,Central,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,116.312,1,2018,12,4
6274,US-2017-139087,2017-07-17,2017-07-22,Second Class,DK-13375,Dennis Kane,Consumer,Seattle,Washington,98105,West,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42,5,2017,7,3
6275,US-2017-139087,2017-07-17,2017-07-22,Second Class,DK-13375,Dennis Kane,Consumer,Seattle,Washington,98105,West,TEC-AC-10004595,Technology,Accessories,First Data TMFD35 PIN Pad,428.4,5,2017,7,3
6276,US-2017-139087,2017-07-17,2017-07-22,Second Class,DK-13375,Dennis Kane,Consumer,Seattle,Washington,98105,West,FUR-FU-10004164,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",24.75,5,2017,7,3
6277,US-2017-139087,2017-07-17,2017-07-22,Second Class,DK-13375,Dennis Kane,Consumer,Seattle,Washington,98105,West,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,87.71,5,2017,7,3
6278,US-2017-139087,2017-07-17,2017-07-22,Second Class,DK-13375,Dennis Kane,Consumer,Seattle,Washington,98105,West,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,69.52,5,2017,7,3
6279,US-2017-139087,2017-07-17,2017-07-22,Second Class,DK-13375,Dennis Kane,Consumer,Seattle,Washington,98105,West,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,20.784,5,2017,7,3
6280,US-2017-139087,2017-07-17,2017-07-22,Second Class,DK-13375,Dennis Kane,Consumer,Seattle,Washington,98105,West,OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",12.816,5,2017,7,3
6281,CA-2018-152226,2018-05-12,2018-05-16,Standard Class,JH-15910,Jonathan Howell,Consumer,Cincinnati,Ohio,45231,East,OFF-LA-10000443,Office Supplies,Labels,Avery 501,5.904,4,2018,5,2
6282,CA-2016-116484,2016-11-20,2016-11-26,Standard Class,JK-15205,Jamie Kunitz,Consumer,Marion,Ohio,43302,East,FUR-FU-10002874,Furniture,Furnishings,Ultra Commercial Grade Dual Valve Door Closer,63.824,6,2016,11,4
6283,CA-2016-116484,2016-11-20,2016-11-26,Standard Class,JK-15205,Jamie Kunitz,Consumer,Marion,Ohio,43302,East,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",141.552,6,2016,11,4
6284,CA-2017-100944,2017-09-24,2017-09-28,Standard Class,EH-13765,Edward Hooks,Corporate,Los Angeles,California,90049,West,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",304.9,4,2017,9,3
6285,CA-2017-100944,2017-09-24,2017-09-28,Standard Class,EH-13765,Edward Hooks,Corporate,Los Angeles,California,90049,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,563.24,4,2017,9,3
6286,CA-2017-125080,2017-10-21,2017-10-26,Standard Class,VW-21775,Victoria Wilson,Corporate,Lakewood,Ohio,44107,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",661.176,5,2017,10,4
6287,CA-2017-121020,2017-10-24,2017-10-31,Standard Class,CG-12040,Catherine Glotzbach,Home Office,Lebanon,Tennessee,37087,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,239.976,7,2017,10,4
6288,CA-2015-100090,2015-07-08,2015-07-12,Standard Class,EB-13705,Ed Braxton,Corporate,San Francisco,California,94122,West,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,502.488,4,2015,7,3
6289,CA-2015-100090,2015-07-08,2015-07-12,Standard Class,EB-13705,Ed Braxton,Corporate,San Francisco,California,94122,West,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",196.704,4,2015,7,3
6290,US-2016-139675,2016-03-13,2016-03-18,Second Class,NF-18595,Nicole Fjeld,Home Office,Chico,California,95928,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,915.136,5,2016,3,1
6291,US-2016-139675,2016-03-13,2016-03-18,Second Class,NF-18595,Nicole Fjeld,Home Office,Chico,California,95928,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,5,2016,3,1
6292,CA-2018-143756,2018-12-02,2018-12-05,First Class,ME-17725,Max Engle,Consumer,Salem,Virginia,24153,South,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,701.96,3,2018,12,4
6293,CA-2016-151253,2016-04-22,2016-04-26,Standard Class,AZ-10750,Annie Zypern,Consumer,Los Angeles,California,90008,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,4,2016,4,2
6294,CA-2016-151253,2016-04-22,2016-04-26,Standard Class,AZ-10750,Annie Zypern,Consumer,Los Angeles,California,90008,West,OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,64.14,4,2016,4,2
6295,CA-2015-141152,2015-09-16,2015-09-19,First Class,RF-19345,Randy Ferguson,Corporate,New York City,New York,10024,East,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",33.552,3,2015,9,3
6296,CA-2015-141313,2015-12-28,2016-01-01,Standard Class,AJ-10780,Anthony Jacobs,Corporate,Beverly,Massachusetts,01915,East,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1737.18,4,2015,12,4
6297,CA-2015-141313,2015-12-28,2016-01-01,Standard Class,AJ-10780,Anthony Jacobs,Corporate,Beverly,Massachusetts,01915,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,4,2015,12,4
6298,CA-2015-141313,2015-12-28,2016-01-01,Standard Class,AJ-10780,Anthony Jacobs,Corporate,Beverly,Massachusetts,01915,East,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,141.76,4,2015,12,4
6299,CA-2015-169852,2015-10-21,2015-10-26,Standard Class,SF-20965,Sylvia Foulston,Corporate,San Diego,California,92024,West,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,36.36,5,2015,10,4
6300,CA-2018-107314,2018-11-30,2018-12-03,First Class,MZ-17335,Maria Zettner,Home Office,San Francisco,California,94109,West,FUR-FU-10003489,Furniture,Furnishings,Contemporary Borderless Frame,25.83,3,2018,11,4
6301,US-2015-161305,2015-06-06,2015-06-12,Standard Class,SB-20170,Sarah Bern,Consumer,Chicago,Illinois,60623,Central,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",24.588,6,2015,6,2
6302,US-2015-161305,2015-06-06,2015-06-12,Standard Class,SB-20170,Sarah Bern,Consumer,Chicago,Illinois,60623,Central,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",13.984,6,2015,6,2
6303,CA-2018-166919,2018-11-23,2018-11-27,Standard Class,AH-10210,Alan Hwang,Consumer,Dallas,Texas,75220,Central,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,195.96,4,2018,11,4
6304,CA-2018-162712,2018-06-18,2018-06-20,Second Class,NK-18490,Neil Knudson,Home Office,Corpus Christi,Texas,78415,Central,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,74.352,2,2018,6,2
6305,CA-2018-107552,2018-05-05,2018-05-05,Same Day,AI-10855,Arianne Irving,Consumer,New York City,New York,10035,East,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,6.68,0,2018,5,2
6306,CA-2017-163328,2017-11-04,2017-11-06,Second Class,TP-21565,Tracy Poddar,Corporate,Eugene,Oregon,97405,West,OFF-SU-10002301,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,17.584,2,2017,11,4
6307,CA-2017-163328,2017-11-04,2017-11-06,Second Class,TP-21565,Tracy Poddar,Corporate,Eugene,Oregon,97405,West,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",104.784,2,2017,11,4
6308,CA-2017-163328,2017-11-04,2017-11-06,Second Class,TP-21565,Tracy Poddar,Corporate,Eugene,Oregon,97405,West,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,47.952,2,2017,11,4
6309,CA-2017-163328,2017-11-04,2017-11-06,Second Class,TP-21565,Tracy Poddar,Corporate,Eugene,Oregon,97405,West,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,650.352,2,2017,11,4
6310,CA-2017-163328,2017-11-04,2017-11-06,Second Class,TP-21565,Tracy Poddar,Corporate,Eugene,Oregon,97405,West,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",629.184,2,2017,11,4
6311,CA-2017-163328,2017-11-04,2017-11-06,Second Class,TP-21565,Tracy Poddar,Corporate,Eugene,Oregon,97405,West,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,15.176,2,2017,11,4
6312,CA-2015-112837,2015-09-11,2015-09-16,Standard Class,LW-17125,Liz Willingham,Consumer,Oxnard,California,93030,West,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,5,2015,9,3
6313,CA-2018-120019,2018-02-16,2018-02-21,Standard Class,NG-18355,Nat Gilpin,Corporate,Fairfield,Connecticut,06824,East,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,579.51,5,2018,2,1
6314,CA-2018-120019,2018-02-16,2018-02-21,Standard Class,NG-18355,Nat Gilpin,Corporate,Fairfield,Connecticut,06824,East,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",14.99,5,2018,2,1
6315,CA-2015-100762,2015-11-24,2015-11-29,Standard Class,NG-18355,Nat Gilpin,Corporate,Jackson,Michigan,49201,Central,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",151.92,5,2015,11,4
6316,CA-2015-100762,2015-11-24,2015-11-29,Standard Class,NG-18355,Nat Gilpin,Corporate,Jackson,Michigan,49201,Central,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",196.62,5,2015,11,4
6317,CA-2015-100762,2015-11-24,2015-11-29,Standard Class,NG-18355,Nat Gilpin,Corporate,Jackson,Michigan,49201,Central,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,144.12,5,2015,11,4
6318,CA-2015-100762,2015-11-24,2015-11-29,Standard Class,NG-18355,Nat Gilpin,Corporate,Jackson,Michigan,49201,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",15.96,5,2015,11,4
6319,CA-2018-161459,2018-11-25,2018-11-29,Second Class,EB-13750,Edward Becker,Corporate,Laguna Niguel,California,92677,West,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,39.96,4,2018,11,4
6320,CA-2018-161459,2018-11-25,2018-11-29,Second Class,EB-13750,Edward Becker,Corporate,Laguna Niguel,California,92677,West,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",34.08,4,2018,11,4
6321,CA-2018-160017,2018-09-28,2018-10-02,Standard Class,SP-20860,Sung Pak,Corporate,Jacksonville,Florida,32216,South,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,10.368,4,2018,9,3
6322,CA-2015-123316,2015-10-13,2015-10-17,Standard Class,SP-20545,Sibella Parks,Corporate,Mount Vernon,New York,10550,East,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,7.752,4,2015,10,4
6323,CA-2015-141299,2015-06-03,2015-06-07,Second Class,RB-19795,Ross Baird,Home Office,Midland,Michigan,48640,Central,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,4,2015,6,2
6324,CA-2015-104402,2015-06-17,2015-06-23,Standard Class,DB-13660,Duane Benoit,Consumer,Newark,Delaware,19711,East,TEC-MA-10000423,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,65.97,6,2015,6,2
6325,CA-2016-110289,2016-10-29,2016-11-02,Standard Class,NB-18655,Nona Balk,Corporate,San Francisco,California,94109,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,33.4,4,2016,10,4
6326,CA-2016-110289,2016-10-29,2016-11-02,Standard Class,NB-18655,Nona Balk,Corporate,San Francisco,California,94109,West,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",210.84,4,2016,10,4
6327,CA-2015-167927,2015-01-20,2015-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,48185,Central,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,13.98,6,2015,1,1
6328,CA-2015-167927,2015-01-20,2015-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,48185,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,6,2015,1,1
6329,CA-2015-167927,2015-01-20,2015-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,48185,Central,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19.05,6,2015,1,1
6330,CA-2015-167927,2015-01-20,2015-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,48185,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247.716,6,2015,1,1
6331,CA-2015-167927,2015-01-20,2015-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,48185,Central,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,66.58,6,2015,1,1
6332,CA-2015-167927,2015-01-20,2015-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,48185,Central,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,6,2015,1,1
6333,CA-2015-167927,2015-01-20,2015-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,48185,Central,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,14.73,6,2015,1,1
6334,CA-2015-167927,2015-01-20,2015-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,Westland,Michigan,48185,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,29.7,6,2015,1,1
